OriginLat,OriginLong,DestLat,DestLong,StartTime
48.17176279077050,11.754802200627500,48.1481633472285,11.740604455033400,21601.14
48.17236767067160,11.747294530299200,48.15249816780040,11.740645980503800,21602.27
48.17174375941790,11.774628569346100,48.1528944462776,11.75457798609740,21603.41
48.14909361069880,11.735900022419700,48.17457185832440,11.747726086325300,21604.55
48.17183156019510,11.746226162184200,48.15080569585100,11.737990998918700,21605.68
48.16528955428460,11.754469537210700,48.15091625002880,11.742585929826200,21607.96
48.15094094130830,11.730170009751400,48.1731895080898,11.76998589506010,21609.09
48.180612379725700,11.762205947803700,48.17971239325600,11.759776448712100,21610.23
48.15268197574050,11.767869780466600,48.173665172438900,11.742249374675500,21611.37
48.172437969227100,11.770426977406300,48.17626441670760,11.752242701815300,21612.51
48.176359809194400,11.762621213907400,48.16623384575340,11.729841005666000,21613.64
48.14896368785070,11.735601197803300,48.147662697644000,11.73941243960440,21614.78
48.17637874419150,11.752120346764800,48.166476956065900,11.753549383422500,21617.05
48.172437969227100,11.770426977406300,48.152371057114600,11.74044099866900,21618.19
48.14948042299860,11.731341230243100,48.15003084735280,11.734022076331900,21619.33
48.1618307513831,11.757531049801300,48.176359809194400,11.762621213907400,21620.46
48.15268197574050,11.767869780466600,48.17823793318210,11.758871595182800,21621.60
48.173368464150300,11.747699544391200,48.174256519291700,11.752189376693300,21622.74
48.15793108672520,11.75275535858750,48.152371057114600,11.74044099866900,21623.87
48.162480163967100,11.730524783631900,48.17561411987140,11.759661135761000,21626.15
48.1514175855566,11.732080269103300,48.15120230900360,11.735057482805400,21627.28
48.169702401071500,11.741515616570300,48.14947795684450,11.739560081519700,21628.42
48.169759971923500,11.731957763837700,48.14763760090890,11.735281791532300,21629.56
48.17594178755170,11.773940292469500,48.174433435746500,11.751730561689300,21631.83
48.180512343125500,11.755858997313100,48.157350374122900,11.758601299843500,21634.11
48.17179550168450,11.751827148703600,48.14753679532030,11.733101995954900,21635.24
48.17560203368070,11.766503926433700,48.15261296782840,11.748091661753100,21636.38
48.1725384538069,11.747414910014000,48.15067922145300,11.749973849008400,21637.52
48.18112223969640,11.771103519571200,48.18236470185650,11.770450299832500,21638.65
48.150010544107200,11.732720065172700,48.17560203368070,11.766503926433700,21639.79
48.1744557782908,11.759849285371300,48.14886067309570,11.733956782886400,21640.93
48.1430750428305,11.761381465232800,48.17258481752440,11.728069565858600,21645.47
48.16303255148120,11.758459660270500,48.15084905609460,11.749806779904100,21646.61
48.163690187362300,11.73126800379200,48.14948361035420,11.743394565607000,21648.88
48.16754680060860,11.752799638237700,48.16494731276090,11.763768602915400,21650.02
48.14826096435210,11.740684146392600,48.166476956065900,11.753549383422500,21651.16
48.15067922145300,11.749973849008400,48.153422759446100,11.74315838255190,21654.57
48.167737507068900,11.75327485246810,48.14960824997520,11.735656590439800,21655.71
48.17974413575420,11.758923277278400,48.16686545317290,11.738224229316300,21657.98
48.1614112340951,11.76545146236660,48.16574413434250,11.732987017334600,21660.25
48.17805705899440,11.747974882843800,48.15699644737570,11.753326359305500,21661.39
48.14955385312640,11.731499895453300,48.15755849608830,11.758417868158300,21663.66
48.17232915737990,11.753468776164600,48.15208898238810,11.748596697205700,21664.80
48.15042329429610,11.733623409108600,48.16444487671340,11.742701284204700,21665.94
48.1430750428305,11.761381465232800,48.15162224899660,11.745786659495600,21670.48
48.15643570201570,11.751222916841000,48.14613849583310,11.745755039579500,21671.62
48.17890589579710,11.766700112929000,48.17664848767050,11.767901699958600,21672.76
48.16380109317900,11.757934386460500,48.158116455842400,11.758253470528800,21673.89
48.15007111356380,11.770126761474500,48.14898484730610,11.772171092856300,21675.03
48.15268197574050,11.767869780466600,48.15055617928970,11.743161063497000,21676.17
48.1653156161907,11.737552816687900,48.14850630170500,11.733103492528800,21677.31
48.149069940408500,11.738845069122800,48.17771854802740,11.754965838406300,21678.44
48.17984321974430,11.758817735528700,48.159150502977200,11.755573601950000,21679.58
48.1736057559083,11.743256757171400,48.149934162073600,11.744105704423500,21681.85
48.16648120880970,11.759423786365900,48.15307912469780,11.744164052588500,21684.13
48.14898484730610,11.772171092856300,48.166211988634000,11.730226817633700,21686.40
48.162842263997500,11.76243863641920,48.14798761301390,11.729571151502100,21688.67
48.17528979567580,11.763532437061800,48.14913544103210,11.745275123423300,21689.81
48.162087757397900,11.75022318936810,48.173232978658100,11.733041946791700,21690.95
48.16624597458850,11.738954819631800,48.17174375941790,11.774628569346100,21692.08
48.16603607400630,11.75395376284300,48.16343114229850,11.770215258817500,21693.22
48.17174375941790,11.774628569346100,48.16358013575140,11.750942570288700,21694.36
48.17407254463110,11.731409458140300,48.15016207565170,11.74375951843860,21695.49
48.15007111356380,11.770126761474500,48.15162224899660,11.745786659495600,21696.63
48.164956088742300,11.750898782205900,48.158276743325200,11.737381379571100,21700.04
48.15007111356380,11.770126761474500,48.163948254277500,11.737036286644300,21701.18
48.17971239325600,11.759776448712100,48.15454631003600,11.745920192812900,21703.45
48.16483644144850,11.774052487672100,48.17297738081330,11.75141085734250,21704.59
48.15042329429610,11.733623409108600,48.17611296314480,11.741255719666800,21705.73
48.180870757431800,11.770528500737000,48.18236470185650,11.770450299832500,21706.86
48.174256519291700,11.752189376693300,48.17681092660930,11.76407058474560,21710.27
48.1623574906282,11.750573858352900,48.165403791797700,11.7371943526954,21711.41
48.161073142757900,11.732564004887200,48.161341646523,11.769430066970800,21712.55
48.17491591697100,11.759408259167900,48.18050872907530,11.76246757858910,21713.68
48.14761314468860,11.731174713028100,48.151128314002000,11.742243860882700,21714.82
48.15566283187870,11.765338371119900,48.170014157226500,11.73463535698580,21715.96
48.16371501946480,11.770697000855000,48.15763488991390,11.758350421173800,21717.09
48.17681092660930,11.76407058474560,48.15761479417930,11.755513894154400,21719.37
48.17861075746680,11.764663451082600,48.14850630170500,11.733103492528800,21720.51
48.1744557782908,11.759849285371300,48.15897064819320,11.760878620689100,21721.64
48.1788070191204,11.757617977539200,48.1730816811761,11.770233392020800,21723.92
48.16483644144850,11.774052487672100,48.16252698484110,11.744436047128800,21725.05
48.148923110344500,11.738587691973700,48.17681092660930,11.76407058474560,21726.19
48.1718695160137,11.778490193690600,48.16302280005660,11.738312486731200,21727.33
48.17394131107220,11.745831875654500,48.17861075746680,11.764663451082600,21728.46
48.166366671212800,11.729787397272900,48.163076648168100,11.731765865601500,21730.74
48.16691375058070,11.734761753100100,48.15983015482720,11.751815549223900,21731.87
48.1744230015674,11.756560211057200,48.15763488991390,11.758350421173800,21733.01
48.17957629744120,11.756551859233100,48.176608262762900,11.755270356829200,21734.15
48.156611260099300,11.76959809225160,48.15566283187870,11.765338371119900,21735.28
48.16612567850110,11.733632484115000,48.15715265715550,11.734576760399600,21736.42
48.17418010401600,11.760099094493100,48.15792395807360,11.751152597768500,21737.56
