OriginLat,OriginLong,DestLat,DestLong,StartTime
48.156611260099300,11.76959809225160,48.16499836006530,11.733358273283100,39602.84
48.16568947183380,11.732432912531500,48.17593229302210,11.767791281488300,39605.68
48.166688238369500,11.753121132069600,48.156679395316800,11.73324457411880,39608.53
48.17531557359540,11.768660893897000,48.157884172352300,11.75814660209590,39617.05
48.17349822166470,11.758185307928200,48.16821086876900,11.73618031431420,39622.74
48.14808850830280,11.736097190931600,48.14779895739680,11.736546339413600,39625.58
48.17545859993280,11.730304380451800,48.16045961538300,11.730079633669700,39628.42
48.160987578503800,11.760657288668100,48.15091625002880,11.742585929826200,39631.26
48.14880982005410,11.736632391131100,48.149801537755900,11.737038525436400,39636.95
48.15007111356380,11.770126761474500,48.17552546966950,11.748628788352800,39639.79
48.17528979567580,11.763532437061800,48.159364105291500,11.751903575586400,39642.63
48.17612383397500,11.758564630035200,48.16637676352710,11.729851151074800,39645.47
48.16448505320660,11.765661338553800,48.15690980697410,11.7692924924058,39648.32
48.176631260023100,11.763463726446900,48.17971239325600,11.759776448712100,39651.16
48.175473808390500,11.750129264869000,48.16483644144850,11.774052487672100,39654.00
48.175467739489100,11.76409869324260,48.152043066918200,11.746777301623300,39656.84
48.180512343125500,11.755858997313100,48.16704910533660,11.733350703352900,39659.68
48.17605460154750,11.76825325997640,48.14917397337740,11.736182900434300,39662.53
48.17283543509140,11.748169050164400,48.16451598180920,11.73720451220910,39665.37
48.17557458609700,11.764441036171700,48.16342377003230,11.730487746909400,39668.21
48.163879468936300,11.755681145668700,48.176373872339500,11.762665020448500,39671.05
48.15152810031230,11.739174311794500,48.15127439993120,11.744991677623900,39673.89
48.15007111356380,11.770126761474500,48.165589539177800,11.736845789936400,39676.74
48.17443040102630,11.741580712233600,48.160936898210900,11.731838308209700,39682.42
48.151185290528000,11.756275790499500,48.174060010995800,11.769398793026500,39685.26
48.174060010995800,11.769398793026500,48.16341467106580,11.73150622288300,39688.11
48.17462143766960,11.743724649949900,48.15179849287010,11.73362617677650,39690.95
48.14899690314650,11.742580800471,48.18547123442080,11.74696415905600,39693.79
48.175215621133300,11.746975664146200,48.15007111356380,11.770126761474500,39696.63
48.162480163967100,11.730524783631900,48.15566283187870,11.765338371119900,39699.47
48.17321570672250,11.74784877023480,48.16612887731620,11.75091460197600,39702.32
48.1653156161907,11.737552816687900,48.14967294510930,11.731883790335500,39705.16
48.15016207565170,11.74375951843860,48.16000570730810,11.750545814230300,39708.00
48.16371501946480,11.770697000855000,48.16517695731090,11.737632052470500,39710.84
48.172437969227100,11.770426977406300,48.148456893886200,11.746261335833200,39713.68
48.16294848640860,11.731683871561300,48.17654204366630,11.763196319698600,39716.53
48.17356518338880,11.757255162157400,48.1745432945613,11.746696902082500,39719.37
48.148923110344500,11.738587691973700,48.18063754704460,11.758106674409200,39722.21
48.17861075746680,11.764663451082600,48.16400414173940,11.731097191160400,39727.89
48.166136857624900,11.730336484283600,48.148194584930000,11.734707288603100,39730.74
48.17174375941790,11.774628569346100,48.17444546588090,11.76910113889340,39733.58
48.17593229302210,11.767791281488300,48.14846178680020,11.73699439367230,39736.42
48.15026460528670,11.734963647980400,48.148749191340500,11.740420534183700,39739.26
48.17971239325600,11.759776448712100,48.157350374122900,11.758601299843500,39742.11
48.174717434472900,11.761743909166000,48.165471213671000,11.729816512256800,39750.63
48.16991635836220,11.734306105898300,48.166095578864200,11.730168984701300,39759.16
48.180804255141400,11.762634696499900,48.17407254463110,11.731409458140300,39764.84
48.17871531382080,11.754382108157500,48.17278785825930,11.755131979286900,39770.53
48.17605460154750,11.76825325997640,48.17681092660930,11.76407058474560,39773.37
48.162065367061300,11.76567682536410,48.17444546588090,11.76910113889340,39776.21
48.177389349317100,11.76749252972030,48.17561411987140,11.759661135761000,39781.89
48.16358013575140,11.750942570288700,48.14761314468860,11.731174713028100,39784.74
48.17974967341280,11.75643630669070,48.15249816780040,11.740645980503800,39787.58
48.17657358743450,11.754296226828100,48.15751620626750,11.776533461227900,39790.42
48.16477009086270,11.742055809616100,48.14858620595120,11.746889309384900,39796.11
48.170082202263500,11.743053618488600,48.14858620595120,11.746889309384900,39798.95
48.15751620626750,11.776533461227900,48.15055617928970,11.743161063497000,39801.79
48.17605460154750,11.76825325997640,48.17861075746680,11.764663451082600,39807.47
48.149069940408500,11.738845069122800,48.17971239325600,11.759776448712100,39810.32
48.14976956060850,11.736024051059500,48.15819286294370,11.76818310310370,39813.16
48.17282966893700,11.742985698711500,48.17258396063990,11.728397351237900,39816.00
48.174943440573200,11.762463408620800,48.17823793318210,11.758871595182800,39818.84
48.17890589579710,11.766700112929000,48.166076770807000,11.730297783366000,39821.68
48.16360119632370,11.763738868668000,48.14904325904850,11.736389470469100,39824.53
48.17998165284170,11.745235216354300,48.175556534911500,11.754712838034000,39827.37
48.16390380759320,11.754962875878200,48.162065367061300,11.76567682536410,39830.21
48.17820554298420,11.763258736798200,48.161073142757900,11.732564004887200,39833.05
48.150010544107200,11.732720065172700,48.156089835358800,11.749655209420200,39835.89
48.15094094130830,11.730170009751400,48.17171306833120,11.74568739939120,39838.74
48.150010544107200,11.732720065172700,48.158261405534800,11.737337796823800,39841.58
48.15466905301890,11.771212088312800,48.156780405613700,11.7529959362507,39844.42
48.17911556214290,11.758416213666100,48.148227972170200,11.73932879311890,39847.26
48.17674169622230,11.75908306266110,48.147804542872800,11.730038894999100,39850.11
48.16483644144850,11.774052487672100,48.153422759446100,11.74315838255190,39855.79
48.175473808390500,11.750129264869000,48.16540654297910,11.737309230770200,39858.63
48.14955385312640,11.731499895453300,48.164942474048200,11.737103210293800,39861.47
48.14753948757830,11.732149243887300,48.156611260099300,11.76959809225160,39864.32
48.16390087274540,11.766200459003900,48.1516855072293,11.733167418811800,39867.16
48.17594178755170,11.773940292469500,48.1749234854584,11.736902285229900,39870.00
48.17504810587740,11.768797155781400,48.14846178680020,11.73699439367230,39875.68
48.17861075746680,11.764663451082600,48.17708373791090,11.759756208278300,39878.53
48.17174375941790,11.774628569346100,48.15577854264320,11.765233917759700,39881.37
48.165911393307900,11.750320959557800,48.15285286057420,11.743699215940400,39884.21
48.16483644144850,11.774052487672100,48.14807291402060,11.731191192651100,39887.05
48.1730816811761,11.770233392020800,48.15007111356380,11.770126761474500,39889.89
48.17666959487660,11.752284180284800,48.16463981336460,11.738011659343100,39892.74
48.14654194354260,11.748709158627400,48.16247463549620,11.76082429493190,39895.58
48.16391195863510,11.754180254216600,48.15819286294370,11.76818310310370,39901.26
48.17516416495400,11.769010584795200,48.15646273389540,11.751687110078000,39904.11
48.16492834108290,11.765857620393900,48.163562994206500,11.757991014376900,39912.63
48.164196504980400,11.763380014513900,48.17674169622230,11.75908306266110,39915.47
48.17499301526180,11.7531203447362,48.1671896591665,11.764534003073700,39918.32
48.1731947070594,11.762884498531500,48.17174375941790,11.774628569346100,39921.16
48.178017471214600,11.758197566979000,48.15067922145300,11.749973849008400,39924.00
48.17195783723920,11.746834352813000,48.15650768267650,11.75934387820880,39926.84
48.172437969227100,11.770426977406300,48.174433435746500,11.751730561689300,39935.37
48.17861075746680,11.764663451082600,48.17504810587740,11.768797155781400,39941.05
48.1603834943564,11.746019839657700,48.1528944462776,11.75457798609740,39943.89
48.17260854164080,11.747554390237800,48.15307912469780,11.744164052588500,39946.74
48.14753948757830,11.732149243887300,48.14886067309570,11.733956782886400,39949.58
48.18399805554270,11.737810092193100,48.148695271348800,11.742076493161000,39952.42
48.162863556066300,11.73570606163040,48.14798761301390,11.729571151502100,39958.11
48.18050872907530,11.76246757858910,48.17304546400140,11.742792606147300,39960.95
48.16113673252010,11.751129499290500,48.15261296782840,11.748091661753100,39963.79
48.1745640857097,11.755349091379500,48.165589539177800,11.736845789936400,39966.63
48.14862809153560,11.734220600544600,48.17594178755170,11.773940292469500,39972.32
48.15466905301890,11.771212088312800,48.14917397337740,11.736182900434300,39975.16
48.15751620626750,11.776533461227900,48.16550797475760,11.761928466198900,39980.84
48.160987578503800,11.760657288668100,48.16252698484110,11.744436047128800,39986.53
48.172112509005000,11.754056999592200,48.150525589215700,11.734731455838600,39989.37
48.149741056213900,11.743800928436500,48.16404082034760,11.730988849788800,39992.21
48.158366499021800,11.7576582029023,48.17971239325600,11.759776448712100,39995.05
48.15966286683790,11.751391697922000,48.16839071825130,11.736728875558700,40000.74
48.16549759740460,11.764742273975700,48.174717434472900,11.761743909166000,40003.58
48.16313683981990,11.736846215063300,48.15682900398640,11.760193964641400,40006.42
48.178295761213,11.756200360907300,48.176373872339500,11.762665020448500,40009.26
48.18089980425460,11.755551223293200,48.15755849608830,11.758417868158300,40012.11
48.163840850771700,11.756784259960400,48.15067922145300,11.749973849008400,40014.95
48.14827589616430,11.737012872934300,48.16264465512000,11.752957303350400,40020.63
48.14774598741460,11.733722606325600,48.15682900398640,11.760193964641400,40023.47
48.165471213671000,11.729816512256800,48.1731947070594,11.762884498531500,40029.16
48.17174375941790,11.774628569346100,48.16438973453790,11.738239096449900,40034.84
48.17528979567580,11.763532437061800,48.16528786624550,11.750849150764900,40037.68
48.14898484730610,11.772171092856300,48.147553231860100,11.733708193876900,40040.53
48.16483644144850,11.774052487672100,48.152371057114600,11.74044099866900,40046.21
48.17871531382080,11.754382108157500,48.154909258517500,11.746715635724800,40049.05
48.15792395807360,11.751152597768500,48.16446427247070,11.733300015937500,40051.89
48.1730816811761,11.770233392020800,48.151477939833400,11.741668830130700,40054.74
48.15268197574050,11.767869780466600,48.176631260023100,11.763463726446900,40057.58
48.151185290528000,11.756275790499500,48.17593229302210,11.767791281488300,40063.26
48.16395493902680,11.766152392740800,48.154909258517500,11.746715635724800,40066.11
48.15268197574050,11.767869780466600,48.154907420783100,11.752933585753400,40068.95
48.180804255141400,11.762634696499900,48.17674169622230,11.75908306266110,40071.79
48.161107748879,11.750081596572300,48.17541693633760,11.76007458512140,40074.63
